Identifier;DimensionGroupId;DimensionId;Index;Title;Description;DetailRegionCode
BU16960500;GM1696;WijkenEnBuurten;16836;Breukeleveen;Buurt 'Breukeleveen' (BU16960500) is een buurt in wijk 'Wijk 05 Breukeleveen' in de gemeente 'Wijdemeren'.;BU16960500
WK169606;GM1696;WijkenEnBuurten;16837;Wijk 06 Nederhorst den Berg;Wijk 'Wijk 06 Nederhorst den Berg' (WK169606) is een wijk in de gemeente 'Wijdemeren'.;WK169606
BU16960601;GM1696;WijkenEnBuurten;16838;Horn- en Kuijerpolder;Buurt 'Horn- en Kuijerpolder' (BU16960601) is een buurt in wijk 'Wijk 06 Nederhorst den Berg' in de gemeente 'Wijdemeren'.;BU16960601
BU16960602;GM1696;WijkenEnBuurten;16839;Blijkpolder;Buurt 'Blijkpolder' (BU16960602) is een buurt in wijk 'Wijk 06 Nederhorst den Berg' in de gemeente 'Wijdemeren'.;BU16960602
BU16960603;GM1696;WijkenEnBuurten;16840;Horstermeer;Buurt 'Horstermeer' (BU16960603) is een buurt in wijk 'Wijk 06 Nederhorst den Berg' in de gemeente 'Wijdemeren'.;BU16960603
BU16960604;GM1696;WijkenEnBuurten;16841;Splegelpolder;Buurt 'Splegelpolder' (BU16960604) is een buurt in wijk 'Wijk 06 Nederhorst den Berg' in de gemeente 'Wijdemeren'.;BU16960604
GM0352;GM;WijkenEnBuurten;16842;Wijk bij Duurstede;Gemeente 'Wijk bij Duurstede' (GM0352);GM0352
WK035200;GM0352;WijkenEnBuurten;16843;Wijk 00 Wijk bij Duurstede;Wijk 'Wijk 00 Wijk bij Duurstede' (WK035200) is een wijk in de gemeente 'Wijk bij Duurstede'.;WK035200
BU03520000;GM0352;WijkenEnBuurten;16844;Binnenstad;Buurt 'Binnenstad' (BU03520000) is een buurt in wijk 'Wijk 00 Wijk bij Duurstede' in de gemeente 'Wijk bij Duurstede'.;BU03520000
BU03520001;GM0352;WijkenEnBuurten;16845;De Engk;Buurt 'De Engk' (BU03520001) is een buurt in wijk 'Wijk 00 Wijk bij Duurstede' in de gemeente 'Wijk bij Duurstede'.;BU03520001
BU03520002;GM0352;WijkenEnBuurten;16846;Frankenhof;Buurt 'Frankenhof' (BU03520002) is een buurt in wijk 'Wijk 00 Wijk bij Duurstede' in de gemeente 'Wijk bij Duurstede'.;BU03520002
BU03520003;GM0352;WijkenEnBuurten;16847;De Heul;Buurt 'De Heul' (BU03520003) is een buurt in wijk 'Wijk 00 Wijk bij Duurstede' in de gemeente 'Wijk bij Duurstede'.;BU03520003
BU03520004;GM0352;WijkenEnBuurten;16848;Noorderwaard-Noord;Buurt 'Noorderwaard-Noord' (BU03520004) is een buurt in wijk 'Wijk 00 Wijk bij Duurstede' in de gemeente 'Wijk bij Duurstede'.;BU03520004
BU03520005;GM0352;WijkenEnBuurten;16849;Noorderwaard-Zuid;Buurt 'Noorderwaard-Zuid' (BU03520005) is een buurt in wijk 'Wijk 00 Wijk bij Duurstede' in de gemeente 'Wijk bij Duurstede'.;BU03520005
BU03520006;GM0352;WijkenEnBuurten;16850;De Horden Stenen en Ovens;Buurt 'De Horden Stenen en Ovens' (BU03520006) is een buurt in wijk 'Wijk 00 Wijk bij Duurstede' in de gemeente 'Wijk bij Duurstede'.;BU03520006
BU03520007;GM0352;WijkenEnBuurten;16851;De Horden Rivieren;Buurt 'De Horden Rivieren' (BU03520007) is een buurt in wijk 'Wijk 00 Wijk bij Duurstede' in de gemeente 'Wijk bij Duurstede'.;BU03520007
BU03520008;GM0352;WijkenEnBuurten;16852;De Horden Schepen;Buurt 'De Horden Schepen' (BU03520008) is een buurt in wijk 'Wijk 00 Wijk bij Duurstede' in de gemeente 'Wijk bij Duurstede'.;BU03520008
BU03520009;GM0352;WijkenEnBuurten;16853;De Horden Parckwijk;Buurt 'De Horden Parckwijk' (BU03520009) is een buurt in wijk 'Wijk 00 Wijk bij Duurstede' in de gemeente 'Wijk bij Duurstede'.;BU03520009
BU03520010;GM0352;WijkenEnBuurten;16854;Bedrijventerrein Broekweg & Langshaven;Buurt 'Bedrijventerrein Broekweg & Langshaven' (BU03520010) is een buurt in wijk 'Wijk 00 Wijk bij Duurstede' in de gemeente 'Wijk bij Duurstede'.;BU03520010
BU03520011;GM0352;WijkenEnBuurten;16855;De Geer;Buurt 'De Geer' (BU03520011) is een buurt in wijk 'Wijk 00 Wijk bij Duurstede' in de gemeente 'Wijk bij Duurstede'.;BU03520011
WK035201;GM0352;WijkenEnBuurten;16856;Wijk 01 Landelijk gebied;Wijk 'Wijk 01 Landelijk gebied' (WK035201) is een wijk in de gemeente 'Wijk bij Duurstede'.;WK035201
BU03520100;GM0352;WijkenEnBuurten;16857;Buitengebied Wijk bij Duurstede;Buurt 'Buitengebied Wijk bij Duurstede' (BU03520100) is een buurt in wijk 'Wijk 01 Landelijk gebied' in de gemeente 'Wijk bij Duurstede'.;BU03520100
BU03520101;GM0352;WijkenEnBuurten;16858;Buitengeb. ten Z. v. Amsterdam-Rijnkanaa;Buurt 'Buitengebied ten zuiden van Amsterdam-Rijnkanaal' (BU03520101) is een buurt in wijk 'Wijk 01 Landelijk gebied' in de gemeente 'Wijk bij Duurstede'.;BU03520101
WK035202;GM0352;WijkenEnBuurten;16859;Wijk 02 Cothen;Wijk 'Wijk 02 Cothen' (WK035202) is een wijk in de gemeente 'Wijk bij Duurstede'.;WK035202
BU03520200;GM0352;WijkenEnBuurten;16860;Cothen;Buurt 'Cothen' (BU03520200) is een buurt in wijk 'Wijk 02 Cothen' in de gemeente 'Wijk bij Duurstede'.;BU03520200
BU03520201;GM0352;WijkenEnBuurten;16861;Buitengebied Cothen;Buurt 'Buitengebied Cothen' (BU03520201) is een buurt in wijk 'Wijk 02 Cothen' in de gemeente 'Wijk bij Duurstede'.;BU03520201
WK035203;GM0352;WijkenEnBuurten;16862;Wijk 03 Langbroek;Wijk 'Wijk 03 Langbroek' (WK035203) is een wijk in de gemeente 'Wijk bij Duurstede'.;WK035203
BU03520300;GM0352;WijkenEnBuurten;16863;Langbroek;Buurt 'Langbroek' (BU03520300) is een buurt in wijk 'Wijk 03 Langbroek' in de gemeente 'Wijk bij Duurstede'.;BU03520300
BU03520301;GM0352;WijkenEnBuurten;16864;Buitengebied Langbroek;Buurt 'Buitengebied Langbroek' (BU03520301) is een buurt in wijk 'Wijk 03 Langbroek' in de gemeente 'Wijk bij Duurstede'.;BU03520301
GM0294;GM;WijkenEnBuurten;16865;Winterswijk;Gemeente 'Winterswijk' (GM0294);GM0294
WK029400;GM0294;WijkenEnBuurten;16866;Wijk 00 Stad;Wijk 'Wijk 00 Stad' (WK029400) is een wijk in de gemeente 'Winterswijk'.;WK029400
BU02940000;GM0294;WijkenEnBuurten;16867;Centrale deel;Buurt 'Centrale deel' (BU02940000) is een buurt in wijk 'Wijk 00 Stad' in de gemeente 'Winterswijk'.;BU02940000
BU02940001;GM0294;WijkenEnBuurten;16868;Winterswijk-Zuidwest;Buurt 'Winterswijk-Zuidwest' (BU02940001) is een buurt in wijk 'Wijk 00 Stad' in de gemeente 'Winterswijk'.;BU02940001
BU02940002;GM0294;WijkenEnBuurten;16869;Winterswijk-Noordwest;Buurt 'Winterswijk-Noordwest' (BU02940002) is een buurt in wijk 'Wijk 00 Stad' in de gemeente 'Winterswijk'.;BU02940002
BU02940003;GM0294;WijkenEnBuurten;16870;Winterswijk-Noordoost;Buurt 'Winterswijk-Noordoost' (BU02940003) is een buurt in wijk 'Wijk 00 Stad' in de gemeente 'Winterswijk'.;BU02940003
BU02940004;GM0294;WijkenEnBuurten;16871;Winterswijk-Zuidoost;Buurt 'Winterswijk-Zuidoost' (BU02940004) is een buurt in wijk 'Wijk 00 Stad' in de gemeente 'Winterswijk'.;BU02940004
WK029401;GM0294;WijkenEnBuurten;16872;Wijk 01 Land;Wijk 'Wijk 01 Land' (WK029401) is een wijk in de gemeente 'Winterswijk'.;WK029401
BU02940100;GM0294;WijkenEnBuurten;16873;Meddo;Buurt 'Meddo' (BU02940100) is een buurt in wijk 'Wijk 01 Land' in de gemeente 'Winterswijk'.;BU02940100
BU02940101;GM0294;WijkenEnBuurten;16874;Kotten;Buurt 'Kotten' (BU02940101) is een buurt in wijk 'Wijk 01 Land' in de gemeente 'Winterswijk'.;BU02940101
BU02940102;GM0294;WijkenEnBuurten;16875;Miste;Buurt 'Miste' (BU02940102) is een buurt in wijk 'Wijk 01 Land' in de gemeente 'Winterswijk'.;BU02940102
BU02940103;GM0294;WijkenEnBuurten;16876;Verspr.h. Brinkheurne en omgeving;Buurt 'Verspreide huizen Brinkheurne en omgeving' (BU02940103) is een buurt in wijk 'Wijk 01 Land' in de gemeente 'Winterswijk'.;BU02940103
BU02940104;GM0294;WijkenEnBuurten;16877;Verspreide huizen Meddo;Buurt 'Verspreide huizen Meddo' (BU02940104) is een buurt in wijk 'Wijk 01 Land' in de gemeente 'Winterswijk'.;BU02940104
BU02940105;GM0294;WijkenEnBuurten;16878;Verspr.h. ten noorden van Winterswijk;Buurt 'Verspreide huizen ten noorden van Winterswijk' (BU02940105) is een buurt in wijk 'Wijk 01 Land' in de gemeente 'Winterswijk'.;BU02940105
BU02940106;GM0294;WijkenEnBuurten;16879;Verspreide huizen Ratum, Henxel, Huppel;Buurt 'Verspreide huizen Ratum, Henxel, Huppel' (BU02940106) is een buurt in wijk 'Wijk 01 Land' in de gemeente 'Winterswijk'.;BU02940106
BU02940107;GM0294;WijkenEnBuurten;16880;Verspreide huizen Kotten;Buurt 'Verspreide huizen Kotten' (BU02940107) is een buurt in wijk 'Wijk 01 Land' in de gemeente 'Winterswijk'.;BU02940107
BU02940108;GM0294;WijkenEnBuurten;16881;Woold;Buurt 'Woold' (BU02940108) is een buurt in wijk 'Wijk 01 Land' in de gemeente 'Winterswijk'.;BU02940108
BU02940109;GM0294;WijkenEnBuurten;16882;Verspreide huizen Miste;Buurt 'Verspreide huizen Miste' (BU02940109) is een buurt in wijk 'Wijk 01 Land' in de gemeente 'Winterswijk'.;BU02940109
BU02940120;GM0294;WijkenEnBuurten;16883;Verspreide huizen Corle en omgeving;Buurt 'Verspreide huizen Corle en omgeving' (BU02940120) is een buurt in wijk 'Wijk 01 Land' in de gemeente 'Winterswijk'.;BU02940120
BU02940121;GM0294;WijkenEnBuurten;16884;Verspreide huizen Woold;Buurt 'Verspreide huizen Woold' (BU02940121) is een buurt in wijk 'Wijk 01 Land' in de gemeente 'Winterswijk'.;BU02940121
GM0873;GM;WijkenEnBuurten;16885;Woensdrecht;Gemeente 'Woensdrecht' (GM0873);GM0873
WK087300;GM0873;WijkenEnBuurten;16886;Wijk 00 Hoogerheide en Woensdrecht;Wijk 'Wijk 00 Hoogerheide en Woensdrecht' (WK087300) is een wijk in de gemeente 'Woensdrecht'.;WK087300
BU08730000;GM0873;WijkenEnBuurten;16887;Hoogerheide;Buurt 'Hoogerheide' (BU08730000) is een buurt in wijk 'Wijk 00 Hoogerheide en Woensdrecht' in de gemeente 'Woensdrecht'.;BU08730000
BU08730001;GM0873;WijkenEnBuurten;16888;Woensdrecht;Buurt 'Woensdrecht' (BU08730001) is een buurt in wijk 'Wijk 00 Hoogerheide en Woensdrecht' in de gemeente 'Woensdrecht'.;BU08730001
BU08730002;GM0873;WijkenEnBuurten;16889;Hoogerheide-Noord;Buurt 'Hoogerheide-Noord' (BU08730002) is een buurt in wijk 'Wijk 00 Hoogerheide en Woensdrecht' in de gemeente 'Woensdrecht'.;BU08730002
BU08730003;GM0873;WijkenEnBuurten;16890;Industrieterrein De Kooy;Buurt 'Industrieterrein De Kooy' (BU08730003) is een buurt in wijk 'Wijk 00 Hoogerheide en Woensdrecht' in de gemeente 'Woensdrecht'.;BU08730003
BU08730008;GM0873;WijkenEnBuurten;16891;Verspreide huizen Woensdrecht;Buurt 'Verspreide huizen Woensdrecht' (BU08730008) is een buurt in wijk 'Wijk 00 Hoogerheide en Woensdrecht' in de gemeente 'Woensdrecht'.;BU08730008
BU08730009;GM0873;WijkenEnBuurten;16892;Verspreide huizen Hoogerheide;Buurt 'Verspreide huizen Hoogerheide' (BU08730009) is een buurt in wijk 'Wijk 00 Hoogerheide en Woensdrecht' in de gemeente 'Woensdrecht'.;BU08730009
WK087301;GM0873;WijkenEnBuurten;16893;Wijk 01 Huijbergen;Wijk 'Wijk 01 Huijbergen' (WK087301) is een wijk in de gemeente 'Woensdrecht'.;WK087301
BU08730100;GM0873;WijkenEnBuurten;16894;Huijbergen;Buurt 'Huijbergen' (BU08730100) is een buurt in wijk 'Wijk 01 Huijbergen' in de gemeente 'Woensdrecht'.;BU08730100
BU08730101;GM0873;WijkenEnBuurten;16895;Eiland;Buurt 'Eiland' (BU08730101) is een buurt in wijk 'Wijk 01 Huijbergen' in de gemeente 'Woensdrecht'.;BU08730101
BU08730108;GM0873;WijkenEnBuurten;16896;Verspr.h. ten zuiden van Huijbergen;Buurt 'Verspreide huizen ten zuiden van Huijbergen' (BU08730108) is een buurt in wijk 'Wijk 01 Huijbergen' in de gemeente 'Woensdrecht'.;BU08730108
BU08730109;GM0873;WijkenEnBuurten;16897;Verspr.h. ten noorden van Huijbergen;Buurt 'Verspreide huizen ten noorden van Huijbergen' (BU08730109) is een buurt in wijk 'Wijk 01 Huijbergen' in de gemeente 'Woensdrecht'.;BU08730109
WK087302;GM0873;WijkenEnBuurten;16898;Wijk 02 Ossendrecht;Wijk 'Wijk 02 Ossendrecht' (WK087302) is een wijk in de gemeente 'Woensdrecht'.;WK087302
BU08730200;GM0873;WijkenEnBuurten;16899;Ossendrecht;Buurt 'Ossendrecht' (BU08730200) is een buurt in wijk 'Wijk 02 Ossendrecht' in de gemeente 'Woensdrecht'.;BU08730200
BU08730201;GM0873;WijkenEnBuurten;16900;Calfven;Buurt 'Calfven' (BU08730201) is een buurt in wijk 'Wijk 02 Ossendrecht' in de gemeente 'Woensdrecht'.;BU08730201
BU08730208;GM0873;WijkenEnBuurten;16901;Verspr.h. ten westen van Ossendrecht;Buurt 'Verspreide huizen ten westen van Ossendrecht' (BU08730208) is een buurt in wijk 'Wijk 02 Ossendrecht' in de gemeente 'Woensdrecht'.;BU08730208
BU08730209;GM0873;WijkenEnBuurten;16902;Verspr.h. ten oosten van Ossendrecht;Buurt 'Verspreide huizen ten oosten van Ossendrecht' (BU08730209) is een buurt in wijk 'Wijk 02 Ossendrecht' in de gemeente 'Woensdrecht'.;BU08730209
WK087303;GM0873;WijkenEnBuurten;16903;Wijk 03 Putte;Wijk 'Wijk 03 Putte' (WK087303) is een wijk in de gemeente 'Woensdrecht'.;WK087303
BU08730300;GM0873;WijkenEnBuurten;16904;Putte;Buurt 'Putte' (BU08730300) is een buurt in wijk 'Wijk 03 Putte' in de gemeente 'Woensdrecht'.;BU08730300
BU08730309;GM0873;WijkenEnBuurten;16905;Verspreide huizen Putte;Buurt 'Verspreide huizen Putte' (BU08730309) is een buurt in wijk 'Wijk 03 Putte' in de gemeente 'Woensdrecht'.;BU08730309
GM0632;GM;WijkenEnBuurten;16906;Woerden;Gemeente 'Woerden' (GM0632);GM0632
WK063201;GM0632;WijkenEnBuurten;16907;Wijk 01 Woerden-Midden;Wijk 'Wijk 01 Woerden-Midden' (WK063201) is een wijk in de gemeente 'Woerden'.;WK063201
BU06320101;GM0632;WijkenEnBuurten;16908;Binnenstad;Buurt 'Binnenstad' (BU06320101) is een buurt in wijk 'Wijk 01 Woerden-Midden' in de gemeente 'Woerden'.;BU06320101
BU06320102;GM0632;WijkenEnBuurten;16909;Bloemen- en Bomenkwartier;Buurt 'Bloemen- en Bomenkwartier' (BU06320102) is een buurt in wijk 'Wijk 01 Woerden-Midden' in de gemeente 'Woerden'.;BU06320102
BU06320103;GM0632;WijkenEnBuurten;16910;Bedrijventerrein Honthorst;Buurt 'Bedrijventerrein Honthorst' (BU06320103) is een buurt in wijk 'Wijk 01 Woerden-Midden' in de gemeente 'Woerden'.;BU06320103
BU06320104;GM0632;WijkenEnBuurten;16911;Staatsliedenkwartier;Buurt 'Staatsliedenkwartier' (BU06320104) is een buurt in wijk 'Wijk 01 Woerden-Midden' in de gemeente 'Woerden'.;BU06320104
BU06320105;GM0632;WijkenEnBuurten;16912;Vogelkwartier;Buurt 'Vogelkwartier' (BU06320105) is een buurt in wijk 'Wijk 01 Woerden-Midden' in de gemeente 'Woerden'.;BU06320105
BU06320106;GM0632;WijkenEnBuurten;16913;Schilderskwartier;Buurt 'Schilderskwartier' (BU06320106) is een buurt in wijk 'Wijk 01 Woerden-Midden' in de gemeente 'Woerden'.;BU06320106
WK063202;GM0632;WijkenEnBuurten;16914;Wijk 02 Woerden-West;Wijk 'Wijk 02 Woerden-West' (WK063202) is een wijk in de gemeente 'Woerden'.;WK063202
BU06320201;GM0632;WijkenEnBuurten;16915;Bedrijventerrein Barwoutswaarder;Buurt 'Bedrijventerrein Barwoutswaarder' (BU06320201) is een buurt in wijk 'Wijk 02 Woerden-West' in de gemeente 'Woerden'.;BU06320201
BU06320202;GM0632;WijkenEnBuurten;16916;Molenvliet-West;Buurt 'Molenvliet-West' (BU06320202) is een buurt in wijk 'Wijk 02 Woerden-West' in de gemeente 'Woerden'.;BU06320202
BU06320203;GM0632;WijkenEnBuurten;16917;Molenvliet-Oost;Buurt 'Molenvliet-Oost' (BU06320203) is een buurt in wijk 'Wijk 02 Woerden-West' in de gemeente 'Woerden'.;BU06320203
BU06320204;GM0632;WijkenEnBuurten;16918;Kromwijk;Buurt 'Kromwijk' (BU06320204) is een buurt in wijk 'Wijk 02 Woerden-West' in de gemeente 'Woerden'.;BU06320204
WK063203;GM0632;WijkenEnBuurten;16919;Wijk 03 Woerden-Oost;Wijk 'Wijk 03 Woerden-Oost' (WK063203) is een wijk in de gemeente 'Woerden'.;WK063203
BU06320301;GM0632;WijkenEnBuurten;16920;Middelland-Noord;Buurt 'Middelland-Noord' (BU06320301) is een buurt in wijk 'Wijk 03 Woerden-Oost' in de gemeente 'Woerden'.;BU06320301
BU06320302;GM0632;WijkenEnBuurten;16921;Middelland-Zuid;Buurt 'Middelland-Zuid' (BU06320302) is een buurt in wijk 'Wijk 03 Woerden-Oost' in de gemeente 'Woerden'.;BU06320302
BU06320303;GM0632;WijkenEnBuurten;16922;Snel en Polanen;Buurt 'Snel en Polanen' (BU06320303) is een buurt in wijk 'Wijk 03 Woerden-Oost' in de gemeente 'Woerden'.;BU06320303
BU06320304;GM0632;WijkenEnBuurten;16923;Bedrijventerrein Polanen;Buurt 'Bedrijventerrein Polanen' (BU06320304) is een buurt in wijk 'Wijk 03 Woerden-Oost' in de gemeente 'Woerden'.;BU06320304
BU06320305;GM0632;WijkenEnBuurten;16924;Waterrijk;Buurt 'Waterrijk' (BU06320305) is een buurt in wijk 'Wijk 03 Woerden-Oost' in de gemeente 'Woerden'.;BU06320305
WK063204;GM0632;WijkenEnBuurten;16925;Wijk 04 Buitengebied Woerden-West;Wijk 'Wijk 04 Buitengebied Woerden-West' (WK063204) is een wijk in de gemeente 'Woerden'.;WK063204
BU06320401;GM0632;WijkenEnBuurten;16926;Rietveld;Buurt 'Rietveld' (BU06320401) is een buurt in wijk 'Wijk 04 Buitengebied Woerden-West' in de gemeente 'Woerden'.;BU06320401
BU06320402;GM0632;WijkenEnBuurten;16927;Barwoutswaarder;Buurt 'Barwoutswaarder' (BU06320402) is een buurt in wijk 'Wijk 04 Buitengebied Woerden-West' in de gemeente 'Woerden'.;BU06320402
WK063205;GM0632;WijkenEnBuurten;16928;Wijk 05 Buitengebied Woerden-Oost;Wijk 'Wijk 05 Buitengebied Woerden-Oost' (WK063205) is een wijk in de gemeente 'Woerden'.;WK063205
BU06320501;GM0632;WijkenEnBuurten;16929;Geestdorp;Buurt 'Geestdorp' (BU06320501) is een buurt in wijk 'Wijk 05 Buitengebied Woerden-Oost' in de gemeente 'Woerden'.;BU06320501
BU06320502;GM0632;WijkenEnBuurten;16930;Breeveld;Buurt 'Breeveld' (BU06320502) is een buurt in wijk 'Wijk 05 Buitengebied Woerden-Oost' in de gemeente 'Woerden'.;BU06320502
BU06320503;GM0632;WijkenEnBuurten;16931;Cattenbroek;Buurt 'Cattenbroek' (BU06320503) is een buurt in wijk 'Wijk 05 Buitengebied Woerden-Oost' in de gemeente 'Woerden'.;BU06320503
WK063206;GM0632;WijkenEnBuurten;16932;Wijk 06 Harmelen;Wijk 'Wijk 06 Harmelen' (WK063206) is een wijk in de gemeente 'Woerden'.;WK063206
BU06320601;GM0632;WijkenEnBuurten;16933;Harmelen-Noord (dorp);Buurt 'Harmelen-Noord (dorp)' (BU06320601) is een buurt in wijk 'Wijk 06 Harmelen' in de gemeente 'Woerden'.;BU06320601
BU06320602;GM0632;WijkenEnBuurten;16934;Harmelen-Zuid (dorp);Buurt 'Harmelen-Zuid (dorp)' (BU06320602) is een buurt in wijk 'Wijk 06 Harmelen' in de gemeente 'Woerden'.;BU06320602
BU06320603;GM0632;WijkenEnBuurten;16935;Putkop;Buurt 'Putkop' (BU06320603) is een buurt in wijk 'Wijk 06 Harmelen' in de gemeente 'Woerden'.;BU06320603
BU06320604;GM0632;WijkenEnBuurten;16936;Buitengebied Harmelen;Buurt 'Buitengebied Harmelen' (BU06320604) is een buurt in wijk 'Wijk 06 Harmelen' in de gemeente 'Woerden'.;BU06320604
BU06320605;GM0632;WijkenEnBuurten;16937;Reijerscop;Buurt 'Reijerscop' (BU06320605) is een buurt in wijk 'Wijk 06 Harmelen' in de gemeente 'Woerden'.;BU06320605
BU06320606;GM0632;WijkenEnBuurten;16938;Gerverscop;Buurt 'Gerverscop' (BU06320606) is een buurt in wijk 'Wijk 06 Harmelen' in de gemeente 'Woerden'.;BU06320606
WK063207;GM0632;WijkenEnBuurten;16939;Wijk 07 Kamerik;Wijk 'Wijk 07 Kamerik' (WK063207) is een wijk in de gemeente 'Woerden'.;WK063207
BU06320701;GM0632;WijkenEnBuurten;16940;Kamerik (dorp);Buurt 'Kamerik (dorp)' (BU06320701) is een buurt in wijk 'Wijk 07 Kamerik' in de gemeente 'Woerden'.;BU06320701
BU06320702;GM0632;WijkenEnBuurten;16941;Kanis;Buurt 'Kanis' (BU06320702) is een buurt in wijk 'Wijk 07 Kamerik' in de gemeente 'Woerden'.;BU06320702
BU06320703;GM0632;WijkenEnBuurten;16942;Buitengebied Kamerik;Buurt 'Buitengebied Kamerik' (BU06320703) is een buurt in wijk 'Wijk 07 Kamerik' in de gemeente 'Woerden'.;BU06320703
WK063208;GM0632;WijkenEnBuurten;16943;Wijk 08 Zegveld;Wijk 'Wijk 08 Zegveld' (WK063208) is een wijk in de gemeente 'Woerden'.;WK063208
BU06320801;GM0632;WijkenEnBuurten;16944;Zegveld (dorp);Buurt 'Zegveld (dorp)' (BU06320801) is een buurt in wijk 'Wijk 08 Zegveld' in de gemeente 'Woerden'.;BU06320801
BU06320802;GM0632;WijkenEnBuurten;16945;Buitengebied Zegveld;Buurt 'Buitengebied Zegveld' (BU06320802) is een buurt in wijk 'Wijk 08 Zegveld' in de gemeente 'Woerden'.;BU06320802
GM1690;GM;WijkenEnBuurten;16946;De Wolden;Gemeente 'De Wolden' (GM1690);GM1690
WK169000;GM1690;WijkenEnBuurten;16947;Wijk 00 Zuidwolde;Wijk 'Wijk 00 Zuidwolde' (WK169000) is een wijk in de gemeente 'De Wolden'.;WK169000
BU16900000;GM1690;WijkenEnBuurten;16948;Zuidwolde kern;Buurt 'Zuidwolde kern' (BU16900000) is een buurt in wijk 'Wijk 00 Zuidwolde' in de gemeente 'De Wolden'.;BU16900000
BU16900009;GM1690;WijkenEnBuurten;16949;Verspreide huizen Zuidwolde;Buurt 'Verspreide huizen Zuidwolde' (BU16900009) is een buurt in wijk 'Wijk 00 Zuidwolde' in de gemeente 'De Wolden'.;BU16900009
WK169001;GM1690;WijkenEnBuurten;16950;Wijk 01 Alteveer;Wijk 'Wijk 01 Alteveer' (WK169001) is een wijk in de gemeente 'De Wolden'.;WK169001
BU16900100;GM1690;WijkenEnBuurten;16951;Alteveer;Buurt 'Alteveer' (BU16900100) is een buurt in wijk 'Wijk 01 Alteveer' in de gemeente 'De Wolden'.;BU16900100
BU16900109;GM1690;WijkenEnBuurten;16952;Verspreide huizen Alteveer;Buurt 'Verspreide huizen Alteveer' (BU16900109) is een buurt in wijk 'Wijk 01 Alteveer' in de gemeente 'De Wolden'.;BU16900109
WK169002;GM1690;WijkenEnBuurten;16953;Wijk 02 Kerkenveld;Wijk 'Wijk 02 Kerkenveld' (WK169002) is een wijk in de gemeente 'De Wolden'.;WK169002
BU16900200;GM1690;WijkenEnBuurten;16954;Kerkenveld;Buurt 'Kerkenveld' (BU16900200) is een buurt in wijk 'Wijk 02 Kerkenveld' in de gemeente 'De Wolden'.;BU16900200
BU16900209;GM1690;WijkenEnBuurten;16955;Verspreide huizen Kerkenveld;Buurt 'Verspreide huizen Kerkenveld' (BU16900209) is een buurt in wijk 'Wijk 02 Kerkenveld' in de gemeente 'De Wolden'.;BU16900209
WK169003;GM1690;WijkenEnBuurten;16956;Wijk 03 Drogteropslagen;Wijk 'Wijk 03 Drogteropslagen' (WK169003) is een wijk in de gemeente 'De Wolden'.;WK169003
BU16900300;GM1690;WijkenEnBuurten;16957;Drogteropslagen;Buurt 'Drogteropslagen' (BU16900300) is een buurt in wijk 'Wijk 03 Drogteropslagen' in de gemeente 'De Wolden'.;BU16900300
BU16900309;GM1690;WijkenEnBuurten;16958;Verspreide huizen Drogteropslagen;Buurt 'Verspreide huizen Drogteropslagen' (BU16900309) is een buurt in wijk 'Wijk 03 Drogteropslagen' in de gemeente 'De Wolden'.;BU16900309
WK169004;GM1690;WijkenEnBuurten;16959;Wijk 04 Linde;Wijk 'Wijk 04 Linde' (WK169004) is een wijk in de gemeente 'De Wolden'.;WK169004
BU16900400;GM1690;WijkenEnBuurten;16960;Linde;Buurt 'Linde' (BU16900400) is een buurt in wijk 'Wijk 04 Linde' in de gemeente 'De Wolden'.;BU16900400
BU16900409;GM1690;WijkenEnBuurten;16961;Verspreide huizen Linde;Buurt 'Verspreide huizen Linde' (BU16900409) is een buurt in wijk 'Wijk 04 Linde' in de gemeente 'De Wolden'.;BU16900409
WK169005;GM1690;WijkenEnBuurten;16962;Wijk 05 Fort;Wijk 'Wijk 05 Fort' (WK169005) is een wijk in de gemeente 'De Wolden'.;WK169005
BU16900500;GM1690;WijkenEnBuurten;16963;Fort;Buurt 'Fort' (BU16900500) is een buurt in wijk 'Wijk 05 Fort' in de gemeente 'De Wolden'.;BU16900500
BU16900509;GM1690;WijkenEnBuurten;16964;Verspreide huizen Fort;Buurt 'Verspreide huizen Fort' (BU16900509) is een buurt in wijk 'Wijk 05 Fort' in de gemeente 'De Wolden'.;BU16900509
WK169006;GM1690;WijkenEnBuurten;16965;Wijk 06 Veeningen;Wijk 'Wijk 06 Veeningen' (WK169006) is een wijk in de gemeente 'De Wolden'.;WK169006
BU16900600;GM1690;WijkenEnBuurten;16966;Veeningen;Buurt 'Veeningen' (BU16900600) is een buurt in wijk 'Wijk 06 Veeningen' in de gemeente 'De Wolden'.;BU16900600
BU16900609;GM1690;WijkenEnBuurten;16967;Verspreide huizen Veeningen;Buurt 'Verspreide huizen Veeningen' (BU16900609) is een buurt in wijk 'Wijk 06 Veeningen' in de gemeente 'De Wolden'.;BU16900609
WK169007;GM1690;WijkenEnBuurten;16968;Wijk 07 Echten;Wijk 'Wijk 07 Echten' (WK169007) is een wijk in de gemeente 'De Wolden'.;WK169007
BU16900700;GM1690;WijkenEnBuurten;16969;Echten;Buurt 'Echten' (BU16900700) is een buurt in wijk 'Wijk 07 Echten' in de gemeente 'De Wolden'.;BU16900700
