index,Periode,SES-Score,Spreiding,Plaats,Buurt,Wijk,Gemeente,Region_Code,Region_Description,ID,RegioS,Perioden,GemiddeldeVerkoopprijs_1
93840,2014JJ00,"0,076","0,704",Neder-Betuwe,,,Neder-Betuwe,GM1740,Gemeente 'Neder-Betuwe' (GM1740),12721,GM1740,2014JJ00,232241.0
93842,2015JJ00,"0,073","0,709",Neder-Betuwe,,,Neder-Betuwe,GM1740,Gemeente 'Neder-Betuwe' (GM1740),12722,GM1740,2015JJ00,221278.0
93844,2016JJ00,"0,066","0,722",Neder-Betuwe,,,Neder-Betuwe,GM1740,Gemeente 'Neder-Betuwe' (GM1740),12723,GM1740,2016JJ00,250270.0
93846,2017JJ00,"0,068","0,726",Neder-Betuwe,,,Neder-Betuwe,GM1740,Gemeente 'Neder-Betuwe' (GM1740),12724,GM1740,2017JJ00,259830.0
93848,2018JJ00,"0,067","0,73",Neder-Betuwe,,,Neder-Betuwe,GM1740,Gemeente 'Neder-Betuwe' (GM1740),12725,GM1740,2018JJ00,268898.0
93850,2019JJ00,"0,072","0,722",Neder-Betuwe,,,Neder-Betuwe,GM1740,Gemeente 'Neder-Betuwe' (GM1740),12726,GM1740,2019JJ00,309005.0
94044,2014JJ00,"0,143","0,691",Nederweert,,,Nederweert,GM0946,Gemeente 'Nederweert' (GM0946),12808,GM0946,2014JJ00,225930.0
94046,2015JJ00,"0,139","0,697",Nederweert,,,Nederweert,GM0946,Gemeente 'Nederweert' (GM0946),12809,GM0946,2015JJ00,233255.0
94048,2016JJ00,"0,135","0,71",Nederweert,,,Nederweert,GM0946,Gemeente 'Nederweert' (GM0946),12810,GM0946,2016JJ00,245425.0
94050,2017JJ00,"0,132","0,712",Nederweert,,,Nederweert,GM0946,Gemeente 'Nederweert' (GM0946),12811,GM0946,2017JJ00,255688.0
94052,2018JJ00,"0,134","0,717",Nederweert,,,Nederweert,GM0946,Gemeente 'Nederweert' (GM0946),12812,GM0946,2018JJ00,291567.0
94054,2019JJ00,"0,144","0,71",Nederweert,,,Nederweert,GM0946,Gemeente 'Nederweert' (GM0946),12813,GM0946,2019JJ00,283744.0
94260,2014JJ00,"0,063","0,78",Nieuwegein,,,Nieuwegein,GM0356,Gemeente 'Nieuwegein' (GM0356),12924,GM0356,2014JJ00,189160.0
94262,2015JJ00,"0,057","0,786",Nieuwegein,,,Nieuwegein,GM0356,Gemeente 'Nieuwegein' (GM0356),12925,GM0356,2015JJ00,190917.0
94264,2016JJ00,"0,045","0,795",Nieuwegein,,,Nieuwegein,GM0356,Gemeente 'Nieuwegein' (GM0356),12926,GM0356,2016JJ00,212302.0
94266,2017JJ00,"0,036","0,799",Nieuwegein,,,Nieuwegein,GM0356,Gemeente 'Nieuwegein' (GM0356),12927,GM0356,2017JJ00,241070.0
94268,2018JJ00,"0,043","0,794",Nieuwegein,,,Nieuwegein,GM0356,Gemeente 'Nieuwegein' (GM0356),12928,GM0356,2018JJ00,258151.0
94270,2019JJ00,"0,051","0,788",Nieuwegein,,,Nieuwegein,GM0356,Gemeente 'Nieuwegein' (GM0356),12929,GM0356,2019JJ00,278325.0
94820,2014JJ00,"0,214","0,637",Nieuwkoop,,,Nieuwkoop,GM0569,Gemeente 'Nieuwkoop' (GM0569),13011,GM0569,2014JJ00,221867.0
94822,2015JJ00,"0,209","0,647",Nieuwkoop,,,Nieuwkoop,GM0569,Gemeente 'Nieuwkoop' (GM0569),13012,GM0569,2015JJ00,262952.0
94824,2016JJ00,"0,208","0,65",Nieuwkoop,,,Nieuwkoop,GM0569,Gemeente 'Nieuwkoop' (GM0569),13013,GM0569,2016JJ00,262665.0
94826,2017JJ00,"0,207","0,655",Nieuwkoop,,,Nieuwkoop,GM0569,Gemeente 'Nieuwkoop' (GM0569),13014,GM0569,2017JJ00,290224.0
94828,2018JJ00,"0,202","0,661",Nieuwkoop,,,Nieuwkoop,GM0569,Gemeente 'Nieuwkoop' (GM0569),13015,GM0569,2018JJ00,327495.0
94830,2019JJ00,"0,211","0,653",Nieuwkoop,,,Nieuwkoop,GM0569,Gemeente 'Nieuwkoop' (GM0569),13016,GM0569,2019JJ00,344377.0
95114,2014JJ00,"0,157","0,701",Nijkerk,,,Nijkerk,GM0267,Gemeente 'Nijkerk' (GM0267),13185,GM0267,2014JJ00,253273.0
95116,2015JJ00,"0,154","0,712",Nijkerk,,,Nijkerk,GM0267,Gemeente 'Nijkerk' (GM0267),13186,GM0267,2015JJ00,260942.0
95118,2016JJ00,"0,15","0,721",Nijkerk,,,Nijkerk,GM0267,Gemeente 'Nijkerk' (GM0267),13187,GM0267,2016JJ00,274217.0
95120,2017JJ00,"0,15","0,723",Nijkerk,,,Nijkerk,GM0267,Gemeente 'Nijkerk' (GM0267),13188,GM0267,2017JJ00,301966.0
95122,2018JJ00,"0,157","0,722",Nijkerk,,,Nijkerk,GM0267,Gemeente 'Nijkerk' (GM0267),13189,GM0267,2018JJ00,329274.0
95124,2019JJ00,"0,164","0,72",Nijkerk,,,Nijkerk,GM0267,Gemeente 'Nijkerk' (GM0267),13190,GM0267,2019JJ00,354348.0
95526,2014JJ00,"-0,206","0,976",Nijmegen,,,Nijmegen,GM0268,Gemeente 'Nijmegen' (GM0268),13214,GM0268,2014JJ00,206906.0
95528,2015JJ00,"-0,212","0,981",Nijmegen,,,Nijmegen,GM0268,Gemeente 'Nijmegen' (GM0268),13215,GM0268,2015JJ00,213740.0
95530,2016JJ00,"-0,215","0,991",Nijmegen,,,Nijmegen,GM0268,Gemeente 'Nijmegen' (GM0268),13216,GM0268,2016JJ00,224355.0
95532,2017JJ00,"-0,215","0,997",Nijmegen,,,Nijmegen,GM0268,Gemeente 'Nijmegen' (GM0268),13217,GM0268,2017JJ00,248912.0
95534,2018JJ00,"-0,206","0,996",Nijmegen,,,Nijmegen,GM0268,Gemeente 'Nijmegen' (GM0268),13218,GM0268,2018JJ00,272304.0
95536,2019JJ00,"-0,189","0,988",Nijmegen,,,Nijmegen,GM0268,Gemeente 'Nijmegen' (GM0268),13219,GM0268,2019JJ00,293780.0
96086,2014JJ00,"0,005","0,787",Nissewaard,,,Nissewaard,GM1930,Gemeente 'Nissewaard' (GM1930),13243,GM1930,2014JJ00,
96088,2015JJ00,"-0,001","0,796",Nissewaard,,,Nissewaard,GM1930,Gemeente 'Nissewaard' (GM1930),13244,GM1930,2015JJ00,180489.0
96090,2016JJ00,"-0,013","0,808",Nissewaard,,,Nissewaard,GM1930,Gemeente 'Nissewaard' (GM1930),13245,GM1930,2016JJ00,189291.0
96092,2017JJ00,"-0,027","0,816",Nissewaard,,,Nissewaard,GM1930,Gemeente 'Nissewaard' (GM1930),13246,GM1930,2017JJ00,195265.0
96094,2018JJ00,"-0,032","0,818",Nissewaard,,,Nissewaard,GM1930,Gemeente 'Nissewaard' (GM1930),13247,GM1930,2018JJ00,215817.0
96096,2019JJ00,"-0,033","0,815",Nissewaard,,,Nissewaard,GM1930,Gemeente 'Nissewaard' (GM1930),13248,GM1930,2019JJ00,237789.0
97142,2014JJ00,"-0,04","0,763",Noardeast-Fryslân,,,Noardeast-Fryslân,GM1970,Gemeente 'Noardeast-Fryslân' (GM1970),13272,GM1970,2014JJ00,
97144,2015JJ00,"-0,044","0,769",Noardeast-Fryslân,,,Noardeast-Fryslân,GM1970,Gemeente 'Noardeast-Fryslân' (GM1970),13273,GM1970,2015JJ00,
97146,2016JJ00,"-0,051","0,781",Noardeast-Fryslân,,,Noardeast-Fryslân,GM1970,Gemeente 'Noardeast-Fryslân' (GM1970),13274,GM1970,2016JJ00,
97148,2017JJ00,"-0,06","0,797",Noardeast-Fryslân,,,Noardeast-Fryslân,GM1970,Gemeente 'Noardeast-Fryslân' (GM1970),13275,GM1970,2017JJ00,
97150,2018JJ00,"-0,051","0,786",Noardeast-Fryslân,,,Noardeast-Fryslân,GM1970,Gemeente 'Noardeast-Fryslân' (GM1970),13276,GM1970,2018JJ00,
97152,2019JJ00,"-0,045","0,78",Noardeast-Fryslân,,,Noardeast-Fryslân,GM1970,Gemeente 'Noardeast-Fryslân' (GM1970),13277,GM1970,2019JJ00,194819.0
97798,2014JJ00,"0,065","0,699",Noord-Beveland,,,Noord-Beveland,GM1695,Gemeente 'Noord-Beveland' (GM1695),13301,GM1695,2014JJ00,188459.0
97800,2015JJ00,"0,062","0,696",Noord-Beveland,,,Noord-Beveland,GM1695,Gemeente 'Noord-Beveland' (GM1695),13302,GM1695,2015JJ00,187695.0
97802,2016JJ00,"0,071","0,69",Noord-Beveland,,,Noord-Beveland,GM1695,Gemeente 'Noord-Beveland' (GM1695),13303,GM1695,2016JJ00,184198.0
97804,2017JJ00,"0,065","0,698",Noord-Beveland,,,Noord-Beveland,GM1695,Gemeente 'Noord-Beveland' (GM1695),13304,GM1695,2017JJ00,209737.0
97806,2018JJ00,"0,058","0,7",Noord-Beveland,,,Noord-Beveland,GM1695,Gemeente 'Noord-Beveland' (GM1695),13305,GM1695,2018JJ00,234284.0
97808,2019JJ00,"0,07","0,692",Noord-Beveland,,,Noord-Beveland,GM1695,Gemeente 'Noord-Beveland' (GM1695),13306,GM1695,2019JJ00,238056.0
97988,2014JJ00,"0,101","0,724",Noordenveld,,,Noordenveld,GM1699,Gemeente 'Noordenveld' (GM1699),13330,GM1699,2014JJ00,200765.0
97990,2015JJ00,"0,104","0,73",Noordenveld,,,Noordenveld,GM1699,Gemeente 'Noordenveld' (GM1699),13331,GM1699,2015JJ00,216791.0
97992,2016JJ00,"0,102","0,741",Noordenveld,,,Noordenveld,GM1699,Gemeente 'Noordenveld' (GM1699),13332,GM1699,2016JJ00,220858.0
97994,2017JJ00,"0,098","0,749",Noordenveld,,,Noordenveld,GM1699,Gemeente 'Noordenveld' (GM1699),13333,GM1699,2017JJ00,246318.0
97996,2018JJ00,"0,099","0,75",Noordenveld,,,Noordenveld,GM1699,Gemeente 'Noordenveld' (GM1699),13334,GM1699,2018JJ00,266956.0
97998,2019JJ00,"0,107","0,745",Noordenveld,,,Noordenveld,GM1699,Gemeente 'Noordenveld' (GM1699),13335,GM1699,2019JJ00,292763.0
98274,2014JJ00,"0,054","0,749",Noordoostpolder,,,Noordoostpolder,GM0171,Gemeente 'Noordoostpolder' (GM0171),13388,GM0171,2014JJ00,189571.0
98276,2015JJ00,"0,047","0,756",Noordoostpolder,,,Noordoostpolder,GM0171,Gemeente 'Noordoostpolder' (GM0171),13389,GM0171,2015JJ00,180321.0
98278,2016JJ00,"0,048","0,767",Noordoostpolder,,,Noordoostpolder,GM0171,Gemeente 'Noordoostpolder' (GM0171),13390,GM0171,2016JJ00,196777.0
98280,2017JJ00,"0,04","0,774",Noordoostpolder,,,Noordoostpolder,GM0171,Gemeente 'Noordoostpolder' (GM0171),13391,GM0171,2017JJ00,209773.0
98282,2018JJ00,"0,037","0,777",Noordoostpolder,,,Noordoostpolder,GM0171,Gemeente 'Noordoostpolder' (GM0171),13392,GM0171,2018JJ00,224277.0
98284,2019JJ00,"0,041","0,771",Noordoostpolder,,,Noordoostpolder,GM0171,Gemeente 'Noordoostpolder' (GM0171),13393,GM0171,2019JJ00,226690.0
98814,2014JJ00,"0,148","0,713",Noordwijk,,,Noordwijk,GM0575,Gemeente 'Noordwijk' (GM0575),13417,GM0575,2014JJ00,307240.0
98816,2015JJ00,"0,145","0,725",Noordwijk,,,Noordwijk,GM0575,Gemeente 'Noordwijk' (GM0575),13418,GM0575,2015JJ00,308135.0
98818,2016JJ00,"0,143","0,733",Noordwijk,,,Noordwijk,GM0575,Gemeente 'Noordwijk' (GM0575),13419,GM0575,2016JJ00,339556.0
98820,2017JJ00,"0,134","0,742",Noordwijk,,,Noordwijk,GM0575,Gemeente 'Noordwijk' (GM0575),13420,GM0575,2017JJ00,410789.0
98822,2018JJ00,"0,129","0,745",Noordwijk,,,Noordwijk,GM0575,Gemeente 'Noordwijk' (GM0575),13421,GM0575,2018JJ00,398162.0
98824,2019JJ00,"0,137","0,742",Noordwijk,,,Noordwijk,GM0575,Gemeente 'Noordwijk' (GM0575),13422,GM0575,2019JJ00,385030.0
99308,2014JJ00,"0,224","0,69","Nuenen, Gerwen en Nederwetten",,,"Nuenen, Gerwen en Nederwetten",GM0820,"Gemeente 'Nuenen, Gerwen en Nederwetten' (GM0820)",13533,GM0820,2014JJ00,283678.0
99310,2015JJ00,"0,23","0,69","Nuenen, Gerwen en Nederwetten",,,"Nuenen, Gerwen en Nederwetten",GM0820,"Gemeente 'Nuenen, Gerwen en Nederwetten' (GM0820)",13534,GM0820,2015JJ00,294295.0
99312,2016JJ00,"0,228","0,7","Nuenen, Gerwen en Nederwetten",,,"Nuenen, Gerwen en Nederwetten",GM0820,"Gemeente 'Nuenen, Gerwen en Nederwetten' (GM0820)",13535,GM0820,2016JJ00,316527.0
99314,2017JJ00,"0,234","0,696","Nuenen, Gerwen en Nederwetten",,,"Nuenen, Gerwen en Nederwetten",GM0820,"Gemeente 'Nuenen, Gerwen en Nederwetten' (GM0820)",13536,GM0820,2017JJ00,326890.0
99316,2018JJ00,"0,238","0,697","Nuenen, Gerwen en Nederwetten",,,"Nuenen, Gerwen en Nederwetten",GM0820,"Gemeente 'Nuenen, Gerwen en Nederwetten' (GM0820)",13537,GM0820,2018JJ00,360082.0
99318,2019JJ00,"0,242","0,698","Nuenen, Gerwen en Nederwetten",,,"Nuenen, Gerwen en Nederwetten",GM0820,"Gemeente 'Nuenen, Gerwen en Nederwetten' (GM0820)",13538,GM0820,2019JJ00,375525.0
99452,2014JJ00,"0,103","0,689",Nunspeet,,,Nunspeet,GM0302,Gemeente 'Nunspeet' (GM0302),13562,GM0302,2014JJ00,258163.0
99454,2015JJ00,"0,101","0,693",Nunspeet,,,Nunspeet,GM0302,Gemeente 'Nunspeet' (GM0302),13563,GM0302,2015JJ00,251396.0
99456,2016JJ00,"0,1","0,705",Nunspeet,,,Nunspeet,GM0302,Gemeente 'Nunspeet' (GM0302),13564,GM0302,2016JJ00,274498.0
99458,2017JJ00,"0,099","0,713",Nunspeet,,,Nunspeet,GM0302,Gemeente 'Nunspeet' (GM0302),13565,GM0302,2017JJ00,299288.0
99460,2018JJ00,"0,1","0,714",Nunspeet,,,Nunspeet,GM0302,Gemeente 'Nunspeet' (GM0302),13566,GM0302,2018JJ00,304854.0
99462,2019JJ00,"0,102","0,712",Nunspeet,,,Nunspeet,GM0302,Gemeente 'Nunspeet' (GM0302),13567,GM0302,2019JJ00,326608.0
99622,2014JJ00,"0,3","0,7",Oegstgeest,,,Oegstgeest,GM0579,Gemeente 'Oegstgeest' (GM0579),13678,GM0579,2014JJ00,297103.0
99624,2015JJ00,"0,31","0,7",Oegstgeest,,,Oegstgeest,GM0579,Gemeente 'Oegstgeest' (GM0579),13679,GM0579,2015JJ00,333292.0
99626,2016JJ00,"0,316","0,703",Oegstgeest,,,Oegstgeest,GM0579,Gemeente 'Oegstgeest' (GM0579),13680,GM0579,2016JJ00,319480.0
99628,2017JJ00,"0,31","0,714",Oegstgeest,,,Oegstgeest,GM0579,Gemeente 'Oegstgeest' (GM0579),13681,GM0579,2017JJ00,372085.0
99630,2018JJ00,"0,309","0,725",Oegstgeest,,,Oegstgeest,GM0579,Gemeente 'Oegstgeest' (GM0579),13682,GM0579,2018JJ00,405153.0
99632,2019JJ00,"0,314","0,727",Oegstgeest,,,Oegstgeest,GM0579,Gemeente 'Oegstgeest' (GM0579),13683,GM0579,2019JJ00,432400.0
99766,2014JJ00,"0,241","0,636",Oirschot,,,Oirschot,GM0823,Gemeente 'Oirschot' (GM0823),13707,GM0823,2014JJ00,316610.0
99768,2015JJ00,"0,234","0,643",Oirschot,,,Oirschot,GM0823,Gemeente 'Oirschot' (GM0823),13708,GM0823,2015JJ00,283272.0
99770,2016JJ00,"0,234","0,652",Oirschot,,,Oirschot,GM0823,Gemeente 'Oirschot' (GM0823),13709,GM0823,2016JJ00,288247.0
99772,2017JJ00,"0,233","0,662",Oirschot,,,Oirschot,GM0823,Gemeente 'Oirschot' (GM0823),13710,GM0823,2017JJ00,307055.0
99774,2018JJ00,"0,238","0,656",Oirschot,,,Oirschot,GM0823,Gemeente 'Oirschot' (GM0823),13711,GM0823,2018JJ00,351543.0
99776,2019JJ00,"0,247","0,654",Oirschot,,,Oirschot,GM0823,Gemeente 'Oirschot' (GM0823),13712,GM0823,2019JJ00,366307.0
99982,2014JJ00,"0,167","0,711",Oisterwijk,,,Oisterwijk,GM0824,Gemeente 'Oisterwijk' (GM0824),13736,GM0824,2014JJ00,305466.0
99984,2015JJ00,"0,162","0,722",Oisterwijk,,,Oisterwijk,GM0824,Gemeente 'Oisterwijk' (GM0824),13737,GM0824,2015JJ00,318301.0
99986,2016JJ00,"0,169","0,725",Oisterwijk,,,Oisterwijk,GM0824,Gemeente 'Oisterwijk' (GM0824),13738,GM0824,2016JJ00,323114.0
99988,2017JJ00,"0,158","0,74",Oisterwijk,,,Oisterwijk,GM0824,Gemeente 'Oisterwijk' (GM0824),13739,GM0824,2017JJ00,368484.0
99990,2018JJ00,"0,171","0,735",Oisterwijk,,,Oisterwijk,GM0824,Gemeente 'Oisterwijk' (GM0824),13740,GM0824,2018JJ00,374067.0
99992,2019JJ00,"0,18","0,729",Oisterwijk,,,Oisterwijk,GM0824,Gemeente 'Oisterwijk' (GM0824),13741,GM0824,2019JJ00,415795.0
100398,2014JJ00,"-0,152","0,827",Oldambt,,,Oldambt,GM1895,Gemeente 'Oldambt' (GM1895),13765,GM1895,2014JJ00,128129.0
100400,2015JJ00,"-0,172","0,846",Oldambt,,,Oldambt,GM1895,Gemeente 'Oldambt' (GM1895),13766,GM1895,2015JJ00,135221.0
100402,2016JJ00,"-0,177","0,856",Oldambt,,,Oldambt,GM1895,Gemeente 'Oldambt' (GM1895),13767,GM1895,2016JJ00,142918.0
100404,2017JJ00,"-0,189","0,867",Oldambt,,,Oldambt,GM1895,Gemeente 'Oldambt' (GM1895),13768,GM1895,2017JJ00,151636.0
100406,2018JJ00,"-0,194","0,874",Oldambt,,,Oldambt,GM1895,Gemeente 'Oldambt' (GM1895),13769,GM1895,2018JJ00,161415.0
100408,2019JJ00,"-0,19","0,874",Oldambt,,,Oldambt,GM1895,Gemeente 'Oldambt' (GM1895),13770,GM1895,2019JJ00,175832.0
100912,2014JJ00,"0,107","0,672",Oldebroek,,,Oldebroek,GM0269,Gemeente 'Oldebroek' (GM0269),13794,GM0269,2014JJ00,222774.0
100914,2015JJ00,"0,097","0,684",Oldebroek,,,Oldebroek,GM0269,Gemeente 'Oldebroek' (GM0269),13795,GM0269,2015JJ00,230653.0
100916,2016JJ00,"0,085","0,704",Oldebroek,,,Oldebroek,GM0269,Gemeente 'Oldebroek' (GM0269),13796,GM0269,2016JJ00,243165.0
100918,2017JJ00,"0,074","0,718",Oldebroek,,,Oldebroek,GM0269,Gemeente 'Oldebroek' (GM0269),13797,GM0269,2017JJ00,271842.0
100920,2018JJ00,"0,079","0,718",Oldebroek,,,Oldebroek,GM0269,Gemeente 'Oldebroek' (GM0269),13798,GM0269,2018JJ00,281339.0
100922,2019JJ00,"0,09","0,71",Oldebroek,,,Oldebroek,GM0269,Gemeente 'Oldebroek' (GM0269),13799,GM0269,2019JJ00,284316.0
101128,2014JJ00,"0,051","0,779",Oldenzaal,,,Oldenzaal,GM0173,Gemeente 'Oldenzaal' (GM0173),13823,GM0173,2014JJ00,215446.0
101130,2015JJ00,"0,056","0,78",Oldenzaal,,,Oldenzaal,GM0173,Gemeente 'Oldenzaal' (GM0173),13824,GM0173,2015JJ00,218998.0
101132,2016JJ00,"0,049","0,791",Oldenzaal,,,Oldenzaal,GM0173,Gemeente 'Oldenzaal' (GM0173),13825,GM0173,2016JJ00,220721.0
101134,2017JJ00,"0,037","0,803",Oldenzaal,,,Oldenzaal,GM0173,Gemeente 'Oldenzaal' (GM0173),13826,GM0173,2017JJ00,243961.0
101136,2018JJ00,"0,035","0,803",Oldenzaal,,,Oldenzaal,GM0173,Gemeente 'Oldenzaal' (GM0173),13827,GM0173,2018JJ00,257515.0
101138,2019JJ00,"0,038","0,799",Oldenzaal,,,Oldenzaal,GM0173,Gemeente 'Oldenzaal' (GM0173),13828,GM0173,2019JJ00,274515.0
101356,2014JJ00,"0,128","0,703",Olst-Wijhe,,,Olst-Wijhe,GM1773,Gemeente 'Olst-Wijhe' (GM1773),13881,GM1773,2014JJ00,219032.0
101358,2015JJ00,"0,122","0,709",Olst-Wijhe,,,Olst-Wijhe,GM1773,Gemeente 'Olst-Wijhe' (GM1773),13882,GM1773,2015JJ00,205798.0
101360,2016JJ00,"0,119","0,721",Olst-Wijhe,,,Olst-Wijhe,GM1773,Gemeente 'Olst-Wijhe' (GM1773),13883,GM1773,2016JJ00,217719.0
101362,2017JJ00,"0,112","0,735",Olst-Wijhe,,,Olst-Wijhe,GM1773,Gemeente 'Olst-Wijhe' (GM1773),13884,GM1773,2017JJ00,250595.0
101364,2018JJ00,"0,122","0,727",Olst-Wijhe,,,Olst-Wijhe,GM1773,Gemeente 'Olst-Wijhe' (GM1773),13885,GM1773,2018JJ00,258905.0
101366,2019JJ00,"0,128","0,724",Olst-Wijhe,,,Olst-Wijhe,GM1773,Gemeente 'Olst-Wijhe' (GM1773),13886,GM1773,2019JJ00,307782.0
101716,2014JJ00,"0,132","0,691",Ommen,,,Ommen,GM0175,Gemeente 'Ommen' (GM0175),13910,GM0175,2014JJ00,216529.0
101718,2015JJ00,"0,122","0,698",Ommen,,,Ommen,GM0175,Gemeente 'Ommen' (GM0175),13911,GM0175,2015JJ00,218577.0
101720,2016JJ00,"0,078","0,76",Ommen,,,Ommen,GM0175,Gemeente 'Ommen' (GM0175),13912,GM0175,2016JJ00,214130.0
101722,2017JJ00,"0,12","0,711",Ommen,,,Ommen,GM0175,Gemeente 'Ommen' (GM0175),13913,GM0175,2017JJ00,254228.0
101724,2018JJ00,"0,122","0,711",Ommen,,,Ommen,GM0175,Gemeente 'Ommen' (GM0175),13914,GM0175,2018JJ00,276911.0
101726,2019JJ00,"0,114","0,724",Ommen,,,Ommen,GM0175,Gemeente 'Ommen' (GM0175),13915,GM0175,2019JJ00,277235.0
102066,2014JJ00,"0,149","0,669",Oost Gelre,,,Oost Gelre,GM1586,Gemeente 'Oost Gelre' (GM1586),13968,GM1586,2014JJ00,187188.0
102068,2015JJ00,"0,149","0,673",Oost Gelre,,,Oost Gelre,GM1586,Gemeente 'Oost Gelre' (GM1586),13969,GM1586,2015JJ00,193098.0
102070,2016JJ00,"0,148","0,681",Oost Gelre,,,Oost Gelre,GM1586,Gemeente 'Oost Gelre' (GM1586),13970,GM1586,2016JJ00,205581.0
102072,2017JJ00,"0,141","0,69",Oost Gelre,,,Oost Gelre,GM1586,Gemeente 'Oost Gelre' (GM1586),13971,GM1586,2017JJ00,210451.0
102074,2018JJ00,"0,151","0,682",Oost Gelre,,,Oost Gelre,GM1586,Gemeente 'Oost Gelre' (GM1586),13972,GM1586,2018JJ00,226093.0
102076,2019JJ00,"0,155","0,675",Oost Gelre,,,Oost Gelre,GM1586,Gemeente 'Oost Gelre' (GM1586),13973,GM1586,2019JJ00,258210.0
102546,2014JJ00,"0,05","0,779",Oosterhout,,,Oosterhout,GM0826,Gemeente 'Oosterhout' (GM0826),14084,GM0826,2014JJ00,219822.0
102548,2015JJ00,"0,042","0,786",Oosterhout,,,Oosterhout,GM0826,Gemeente 'Oosterhout' (GM0826),14085,GM0826,2015JJ00,228123.0
102550,2016JJ00,"0,04","0,794",Oosterhout,,,Oosterhout,GM0826,Gemeente 'Oosterhout' (GM0826),14086,GM0826,2016JJ00,240008.0
102552,2017JJ00,"0,034","0,8",Oosterhout,,,Oosterhout,GM0826,Gemeente 'Oosterhout' (GM0826),14087,GM0826,2017JJ00,254946.0
102554,2018JJ00,"0,041","0,801",Oosterhout,,,Oosterhout,GM0826,Gemeente 'Oosterhout' (GM0826),14088,GM0826,2018JJ00,279230.0
102556,2019JJ00,"0,045","0,799",Oosterhout,,,Oosterhout,GM0826,Gemeente 'Oosterhout' (GM0826),14089,GM0826,2019JJ00,307380.0
103068,2014JJ00,"-0,017","0,768",Ooststellingwerf,,,Ooststellingwerf,GM0085,Gemeente 'Ooststellingwerf' (GM0085),14142,GM0085,2014JJ00,177020.0
103070,2015JJ00,"-0,027","0,776",Ooststellingwerf,,,Ooststellingwerf,GM0085,Gemeente 'Ooststellingwerf' (GM0085),14143,GM0085,2015JJ00,176872.0
103072,2016JJ00,"-0,019","0,775",Ooststellingwerf,,,Ooststellingwerf,GM0085,Gemeente 'Ooststellingwerf' (GM0085),14144,GM0085,2016JJ00,190128.0
103074,2017JJ00,"-0,02","0,785",Ooststellingwerf,,,Ooststellingwerf,GM0085,Gemeente 'Ooststellingwerf' (GM0085),14145,GM0085,2017JJ00,203943.0
103076,2018JJ00,"-0,019","0,78",Ooststellingwerf,,,Ooststellingwerf,GM0085,Gemeente 'Ooststellingwerf' (GM0085),14146,GM0085,2018JJ00,212321.0
103078,2019JJ00,"-0,006","0,769",Ooststellingwerf,,,Ooststellingwerf,GM0085,Gemeente 'Ooststellingwerf' (GM0085),14147,GM0085,2019JJ00,238187.0
103794,2014JJ00,"0,204","0,681",Oostzaan,,,Oostzaan,GM0431,Gemeente 'Oostzaan' (GM0431),14171,GM0431,2014JJ00,259543.0
103796,2015JJ00,"0,211","0,674",Oostzaan,,,Oostzaan,GM0431,Gemeente 'Oostzaan' (GM0431),14172,GM0431,2015JJ00,275628.0
103798,2016JJ00,"0,21","0,687",Oostzaan,,,Oostzaan,GM0431,Gemeente 'Oostzaan' (GM0431),14173,GM0431,2016JJ00,306680.0
103800,2017JJ00,"0,214","0,692",Oostzaan,,,Oostzaan,GM0431,Gemeente 'Oostzaan' (GM0431),14174,GM0431,2017JJ00,356080.0
103802,2018JJ00,"0,21","0,699",Oostzaan,,,Oostzaan,GM0431,Gemeente 'Oostzaan' (GM0431),14175,GM0431,2018JJ00,394503.0
103804,2019JJ00,"0,216","0,698",Oostzaan,,,Oostzaan,GM0431,Gemeente 'Oostzaan' (GM0431),14176,GM0431,2019JJ00,429343.0
103854,2014JJ00,"0,154","0,659",Opmeer,,,Opmeer,GM0432,Gemeente 'Opmeer' (GM0432),14258,GM0432,2014JJ00,197197.0
103856,2015JJ00,"0,153","0,665",Opmeer,,,Opmeer,GM0432,Gemeente 'Opmeer' (GM0432),14259,GM0432,2015JJ00,225382.0
103858,2016JJ00,"0,145","0,685",Opmeer,,,Opmeer,GM0432,Gemeente 'Opmeer' (GM0432),14260,GM0432,2016JJ00,234281.0
103860,2017JJ00,"0,138","0,691",Opmeer,,,Opmeer,GM0432,Gemeente 'Opmeer' (GM0432),14261,GM0432,2017JJ00,241404.0
103862,2018JJ00,"0,143","0,686",Opmeer,,,Opmeer,GM0432,Gemeente 'Opmeer' (GM0432),14262,GM0432,2018JJ00,267090.0
103864,2019JJ00,"0,139","0,686",Opmeer,,,Opmeer,GM0432,Gemeente 'Opmeer' (GM0432),14263,GM0432,2019JJ00,288932.0
103962,2014JJ00,"0,068","0,734",Opsterland,,,Opsterland,GM0086,Gemeente 'Opsterland' (GM0086),14287,GM0086,2014JJ00,193374.0
103964,2015JJ00,"0,068","0,742",Opsterland,,,Opsterland,GM0086,Gemeente 'Opsterland' (GM0086),14288,GM0086,2015JJ00,202806.0
103966,2016JJ00,"0,063","0,755",Opsterland,,,Opsterland,GM0086,Gemeente 'Opsterland' (GM0086),14289,GM0086,2016JJ00,208722.0
103968,2017JJ00,"0,061","0,76",Opsterland,,,Opsterland,GM0086,Gemeente 'Opsterland' (GM0086),14290,GM0086,2017JJ00,222197.0
