index,Periode,SES-Score,Spreiding,Plaats,Buurt,Wijk,Gemeente,Region_Code,Region_Description,ID,RegioS,Perioden,GemiddeldeVerkoopprijs_1
49128,2014JJ00,"0,064","0,733",Gennep,,,Gennep,GM0907,Gemeente 'Gennep' (GM0907),6428,GM0907,2014JJ00,207167.0
49130,2015JJ00,"0,072","0,729",Gennep,,,Gennep,GM0907,Gemeente 'Gennep' (GM0907),6429,GM0907,2015JJ00,202459.0
49132,2016JJ00,"0,067","0,744",Gennep,,,Gennep,GM0907,Gemeente 'Gennep' (GM0907),6430,GM0907,2016JJ00,209471.0
49134,2017JJ00,"0,056","0,749",Gennep,,,Gennep,GM0907,Gemeente 'Gennep' (GM0907),6431,GM0907,2017JJ00,246870.0
49136,2018JJ00,"0,066","0,749",Gennep,,,Gennep,GM0907,Gemeente 'Gennep' (GM0907),6432,GM0907,2018JJ00,250215.0
49138,2019JJ00,"0,074","0,741",Gennep,,,Gennep,GM0907,Gemeente 'Gennep' (GM0907),6433,GM0907,2019JJ00,270151.0
49344,2014JJ00,"0,093","0,756",Gilze en Rijen,,,Gilze en Rijen,GM0784,Gemeente 'Gilze en Rijen' (GM0784),6515,GM0784,2014JJ00,216583.0
49346,2015JJ00,"0,099","0,753",Gilze en Rijen,,,Gilze en Rijen,GM0784,Gemeente 'Gilze en Rijen' (GM0784),6516,GM0784,2015JJ00,230286.0
49348,2016JJ00,"0,098","0,76",Gilze en Rijen,,,Gilze en Rijen,GM0784,Gemeente 'Gilze en Rijen' (GM0784),6517,GM0784,2016JJ00,250564.0
49350,2017JJ00,"0,088","0,773",Gilze en Rijen,,,Gilze en Rijen,GM0784,Gemeente 'Gilze en Rijen' (GM0784),6518,GM0784,2017JJ00,256422.0
49352,2018JJ00,"0,09","0,772",Gilze en Rijen,,,Gilze en Rijen,GM0784,Gemeente 'Gilze en Rijen' (GM0784),6519,GM0784,2018JJ00,282359.0
49354,2019JJ00,"0,087","0,775",Gilze en Rijen,,,Gilze en Rijen,GM0784,Gemeente 'Gilze en Rijen' (GM0784),6520,GM0784,2019JJ00,304871.0
49584,2014JJ00,"0,117","0,686",Goeree-Overflakkee,,,Goeree-Overflakkee,GM1924,Gemeente 'Goeree-Overflakkee' (GM1924),6573,GM1924,2014JJ00,207568.0
49586,2015JJ00,"0,113","0,694",Goeree-Overflakkee,,,Goeree-Overflakkee,GM1924,Gemeente 'Goeree-Overflakkee' (GM1924),6574,GM1924,2015JJ00,227736.0
49588,2016JJ00,"0,104","0,709",Goeree-Overflakkee,,,Goeree-Overflakkee,GM1924,Gemeente 'Goeree-Overflakkee' (GM1924),6575,GM1924,2016JJ00,223518.0
49590,2017JJ00,"0,095","0,718",Goeree-Overflakkee,,,Goeree-Overflakkee,GM1924,Gemeente 'Goeree-Overflakkee' (GM1924),6576,GM1924,2017JJ00,244507.0
49592,2018JJ00,"0,094","0,721",Goeree-Overflakkee,,,Goeree-Overflakkee,GM1924,Gemeente 'Goeree-Overflakkee' (GM1924),6577,GM1924,2018JJ00,259317.0
49594,2019JJ00,"0,096","0,721",Goeree-Overflakkee,,,Goeree-Overflakkee,GM1924,Gemeente 'Goeree-Overflakkee' (GM1924),6578,GM1924,2019JJ00,274637.0
50244,2014JJ00,"0,031","0,78",Goes,,,Goes,GM0664,Gemeente 'Goes' (GM0664),6602,GM0664,2014JJ00,213554.0
50246,2015JJ00,"0,031","0,784",Goes,,,Goes,GM0664,Gemeente 'Goes' (GM0664),6603,GM0664,2015JJ00,209007.0
50248,2016JJ00,"0,025","0,792",Goes,,,Goes,GM0664,Gemeente 'Goes' (GM0664),6604,GM0664,2016JJ00,218354.0
50250,2017JJ00,"0,016","0,801",Goes,,,Goes,GM0664,Gemeente 'Goes' (GM0664),6605,GM0664,2017JJ00,236388.0
50252,2018JJ00,"0,01","0,808",Goes,,,Goes,GM0664,Gemeente 'Goes' (GM0664),6606,GM0664,2018JJ00,239466.0
50254,2019JJ00,"0,007","0,81",Goes,,,Goes,GM0664,Gemeente 'Goes' (GM0664),6607,GM0664,2019JJ00,268724.0
50564,2014JJ00,"0,169","0,716",Goirle,,,Goirle,GM0785,Gemeente 'Goirle' (GM0785),6631,GM0785,2014JJ00,262237.0
50566,2015JJ00,"0,147","0,744",Goirle,,,Goirle,GM0785,Gemeente 'Goirle' (GM0785),6632,GM0785,2015JJ00,251616.0
50568,2016JJ00,"0,15","0,748",Goirle,,,Goirle,GM0785,Gemeente 'Goirle' (GM0785),6633,GM0785,2016JJ00,264181.0
50570,2017JJ00,"0,145","0,754",Goirle,,,Goirle,GM0785,Gemeente 'Goirle' (GM0785),6634,GM0785,2017JJ00,289077.0
50572,2018JJ00,"0,164","0,729",Goirle,,,Goirle,GM0785,Gemeente 'Goirle' (GM0785),6635,GM0785,2018JJ00,323884.0
50574,2019JJ00,"0,174","0,723",Goirle,,,Goirle,GM0785,Gemeente 'Goirle' (GM0785),6636,GM0785,2019JJ00,339223.0
50972,2014JJ00,"0,195","0,768",Gooise Meren,,,Gooise Meren,GM1942,Gemeente 'Gooise Meren' (GM1942),6660,GM1942,2014JJ00,
50974,2015JJ00,"0,201","0,771",Gooise Meren,,,Gooise Meren,GM1942,Gemeente 'Gooise Meren' (GM1942),6661,GM1942,2015JJ00,
50976,2016JJ00,"0,201","0,782",Gooise Meren,,,Gooise Meren,GM1942,Gemeente 'Gooise Meren' (GM1942),6662,GM1942,2016JJ00,414080.0
50978,2017JJ00,"0,196","0,79",Gooise Meren,,,Gooise Meren,GM1942,Gemeente 'Gooise Meren' (GM1942),6663,GM1942,2017JJ00,431409.0
50980,2018JJ00,"0,2","0,798",Gooise Meren,,,Gooise Meren,GM1942,Gemeente 'Gooise Meren' (GM1942),6664,GM1942,2018JJ00,498926.0
50982,2019JJ00,"0,21","0,796",Gooise Meren,,,Gooise Meren,GM1942,Gemeente 'Gooise Meren' (GM1942),6665,GM1942,2019JJ00,510207.0
51610,2014JJ00,"-0,016","0,834",Gorinchem,,,Gorinchem,GM0512,Gemeente 'Gorinchem' (GM0512),6718,GM0512,2014JJ00,205229.0
51612,2015JJ00,"-0,022","0,844",Gorinchem,,,Gorinchem,GM0512,Gemeente 'Gorinchem' (GM0512),6719,GM0512,2015JJ00,210947.0
51614,2016JJ00,"-0,029","0,857",Gorinchem,,,Gorinchem,GM0512,Gemeente 'Gorinchem' (GM0512),6720,GM0512,2016JJ00,218140.0
51616,2017JJ00,"-0,037","0,864",Gorinchem,,,Gorinchem,GM0512,Gemeente 'Gorinchem' (GM0512),6721,GM0512,2017JJ00,221038.0
51618,2018JJ00,"-0,039","0,869",Gorinchem,,,Gorinchem,GM0512,Gemeente 'Gorinchem' (GM0512),6722,GM0512,2018JJ00,256468.0
51620,2019JJ00,"-0,029","0,859",Gorinchem,,,Gorinchem,GM0512,Gemeente 'Gorinchem' (GM0512),6723,GM0512,2019JJ00,265976.0
51898,2014JJ00,"0,016","0,871",Gouda,,,Gouda,GM0513,Gemeente 'Gouda' (GM0513),6776,GM0513,2014JJ00,175610.0
51900,2015JJ00,"0,011","0,878",Gouda,,,Gouda,GM0513,Gemeente 'Gouda' (GM0513),6777,GM0513,2015JJ00,192073.0
51902,2016JJ00,"0,005","0,884",Gouda,,,Gouda,GM0513,Gemeente 'Gouda' (GM0513),6778,GM0513,2016JJ00,186945.0
51904,2017JJ00,"-0,008","0,891",Gouda,,,Gouda,GM0513,Gemeente 'Gouda' (GM0513),6779,GM0513,2017JJ00,207498.0
51906,2018JJ00,"-0,002","0,887",Gouda,,,Gouda,GM0513,Gemeente 'Gouda' (GM0513),6780,GM0513,2018JJ00,226719.0
51908,2019JJ00,"0,011","0,879",Gouda,,,Gouda,GM0513,Gemeente 'Gouda' (GM0513),6781,GM0513,2019JJ00,251188.0
52490,2014JJ00,"0,099","0,722",Grave,,,Grave,GM0786,Gemeente 'Grave' (GM0786),6892,GM0786,2014JJ00,187289.0
52492,2015JJ00,"0,104","0,719",Grave,,,Grave,GM0786,Gemeente 'Grave' (GM0786),6893,GM0786,2015JJ00,203314.0
52494,2016JJ00,"0,1","0,722",Grave,,,Grave,GM0786,Gemeente 'Grave' (GM0786),6894,GM0786,2016JJ00,220686.0
52496,2017JJ00,"0,087","0,745",Grave,,,Grave,GM0786,Gemeente 'Grave' (GM0786),6895,GM0786,2017JJ00,227373.0
52498,2018JJ00,"0,097","0,733",Grave,,,Grave,GM0786,Gemeente 'Grave' (GM0786),6896,GM0786,2018JJ00,249846.0
52500,2019JJ00,"0,098","0,724",Grave,,,Grave,GM0786,Gemeente 'Grave' (GM0786),6897,GM0786,2019JJ00,269827.0
52680,2014JJ00,"-0,176","1,002",'s-Gravenhage,,,'s-Gravenhage,GM0518,Gemeente ''s-Gravenhage' (GM0518),6979,GM0518,2014JJ00,223820.0
52682,2015JJ00,"-0,187","1,017",'s-Gravenhage,,,'s-Gravenhage,GM0518,Gemeente ''s-Gravenhage' (GM0518),6980,GM0518,2015JJ00,231302.0
52684,2016JJ00,"-0,196","1,029",'s-Gravenhage,,,'s-Gravenhage,GM0518,Gemeente ''s-Gravenhage' (GM0518),6981,GM0518,2016JJ00,244849.0
52686,2017JJ00,"-0,194","1,029",'s-Gravenhage,,,'s-Gravenhage,GM0518,Gemeente ''s-Gravenhage' (GM0518),6982,GM0518,2017JJ00,266672.0
52688,2018JJ00,"-0,19","1,028",'s-Gravenhage,,,'s-Gravenhage,GM0518,Gemeente ''s-Gravenhage' (GM0518),6983,GM0518,2018JJ00,304781.0
52690,2019JJ00,"-0,175","1,02",'s-Gravenhage,,,'s-Gravenhage,GM0518,Gemeente ''s-Gravenhage' (GM0518),6984,GM0518,2019JJ00,324838.0
54462,2014JJ00,"-0,26","0,987",Groningen,,,Groningen,GM0014,Gemeente 'Groningen' (GM0014),7124,GM0014,2014JJ00,170483.0
54464,2015JJ00,"-0,265","0,996",Groningen,,,Groningen,GM0014,Gemeente 'Groningen' (GM0014),7125,GM0014,2015JJ00,177441.0
54466,2016JJ00,"-0,265","1,003",Groningen,,,Groningen,GM0014,Gemeente 'Groningen' (GM0014),7126,GM0014,2016JJ00,186685.0
54468,2017JJ00,"-0,271","1,01",Groningen,,,Groningen,GM0014,Gemeente 'Groningen' (GM0014),7127,GM0014,2017JJ00,206996.0
54470,2018JJ00,"-0,269","1,014",Groningen,,,Groningen,GM0014,Gemeente 'Groningen' (GM0014),7128,GM0014,2018JJ00,226280.0
54472,2019JJ00,"-0,258","1,009",Groningen,,,Groningen,GM0014,Gemeente 'Groningen' (GM0014),7129,GM0014,2019JJ00,258873.0
55734,2014JJ00,"0,094","0,725",Gulpen-Wittem,,,Gulpen-Wittem,GM1729,Gemeente 'Gulpen-Wittem' (GM1729),7240,GM1729,2014JJ00,200527.0
55736,2015JJ00,"0,078","0,747",Gulpen-Wittem,,,Gulpen-Wittem,GM1729,Gemeente 'Gulpen-Wittem' (GM1729),7241,GM1729,2015JJ00,228371.0
55738,2016JJ00,"0,078","0,748",Gulpen-Wittem,,,Gulpen-Wittem,GM1729,Gemeente 'Gulpen-Wittem' (GM1729),7242,GM1729,2016JJ00,237035.0
55740,2017JJ00,"0,074","0,759",Gulpen-Wittem,,,Gulpen-Wittem,GM1729,Gemeente 'Gulpen-Wittem' (GM1729),7243,GM1729,2017JJ00,261232.0
55742,2018JJ00,"0,076","0,761",Gulpen-Wittem,,,Gulpen-Wittem,GM1729,Gemeente 'Gulpen-Wittem' (GM1729),7244,GM1729,2018JJ00,256479.0
55744,2019JJ00,"0,076","0,758",Gulpen-Wittem,,,Gulpen-Wittem,GM1729,Gemeente 'Gulpen-Wittem' (GM1729),7245,GM1729,2019JJ00,266622.0
55972,2014JJ00,"0,111","0,726",Haaksbergen,,,Haaksbergen,GM0158,Gemeente 'Haaksbergen' (GM0158),7269,GM0158,2014JJ00,219284.0
55974,2015JJ00,"0,108","0,729",Haaksbergen,,,Haaksbergen,GM0158,Gemeente 'Haaksbergen' (GM0158),7270,GM0158,2015JJ00,211798.0
55976,2016JJ00,"0,11","0,738",Haaksbergen,,,Haaksbergen,GM0158,Gemeente 'Haaksbergen' (GM0158),7271,GM0158,2016JJ00,223004.0
55978,2017JJ00,"0,104","0,745",Haaksbergen,,,Haaksbergen,GM0158,Gemeente 'Haaksbergen' (GM0158),7272,GM0158,2017JJ00,244344.0
55980,2018JJ00,"0,103","0,746",Haaksbergen,,,Haaksbergen,GM0158,Gemeente 'Haaksbergen' (GM0158),7273,GM0158,2018JJ00,254562.0
55982,2019JJ00,"0,099","0,745",Haaksbergen,,,Haaksbergen,GM0158,Gemeente 'Haaksbergen' (GM0158),7274,GM0158,2019JJ00,271752.0
56320,2014JJ00,"0,045","0,868",Haarlem,,,Haarlem,GM0392,Gemeente 'Haarlem' (GM0392),7327,GM0392,2014JJ00,245391.0
56322,2015JJ00,"0,051","0,873",Haarlem,,,Haarlem,GM0392,Gemeente 'Haarlem' (GM0392),7328,GM0392,2015JJ00,268197.0
56324,2016JJ00,"0,052","0,878",Haarlem,,,Haarlem,GM0392,Gemeente 'Haarlem' (GM0392),7329,GM0392,2016JJ00,290367.0
56326,2017JJ00,"0,058","0,883",Haarlem,,,Haarlem,GM0392,Gemeente 'Haarlem' (GM0392),7330,GM0392,2017JJ00,324843.0
56328,2018JJ00,"0,074","0,881",Haarlem,,,Haarlem,GM0392,Gemeente 'Haarlem' (GM0392),7331,GM0392,2018JJ00,383576.0
56330,2019JJ00,"0,083","0,882",Haarlem,,,Haarlem,GM0392,Gemeente 'Haarlem' (GM0392),7332,GM0392,2019JJ00,417583.0
57694,2014JJ00,"0,185","0,72",Haarlemmermeer,,,Haarlemmermeer,GM0394,Gemeente 'Haarlemmermeer' (GM0394),7385,GM0394,2014JJ00,239844.0
57696,2015JJ00,"0,181","0,728",Haarlemmermeer,,,Haarlemmermeer,GM0394,Gemeente 'Haarlemmermeer' (GM0394),7386,GM0394,2015JJ00,252111.0
57698,2016JJ00,"0,18","0,733",Haarlemmermeer,,,Haarlemmermeer,GM0394,Gemeente 'Haarlemmermeer' (GM0394),7387,GM0394,2016JJ00,276861.0
57700,2017JJ00,"0,173","0,741",Haarlemmermeer,,,Haarlemmermeer,GM0394,Gemeente 'Haarlemmermeer' (GM0394),7388,GM0394,2017JJ00,310708.0
57702,2018JJ00,"0,177","0,743",Haarlemmermeer,,,Haarlemmermeer,GM0394,Gemeente 'Haarlemmermeer' (GM0394),7389,GM0394,2018JJ00,346593.0
57704,2019JJ00,"0,182","0,742",Haarlemmermeer,,,Haarlemmermeer,GM0394,Gemeente 'Haarlemmermeer' (GM0394),7390,GM0394,2019JJ00,372300.0
58710,2014JJ00,"0,075","0,736",Halderberge,,,Halderberge,GM1655,Gemeente 'Halderberge' (GM1655),7443,GM1655,2014JJ00,215699.0
58712,2015JJ00,"0,068","0,745",Halderberge,,,Halderberge,GM1655,Gemeente 'Halderberge' (GM1655),7444,GM1655,2015JJ00,226664.0
58714,2016JJ00,"0,055","0,764",Halderberge,,,Halderberge,GM1655,Gemeente 'Halderberge' (GM1655),7445,GM1655,2016JJ00,236340.0
58716,2017JJ00,"0,052","0,768",Halderberge,,,Halderberge,GM1655,Gemeente 'Halderberge' (GM1655),7446,GM1655,2017JJ00,258813.0
58718,2018JJ00,"0,048","0,771",Halderberge,,,Halderberge,GM1655,Gemeente 'Halderberge' (GM1655),7447,GM1655,2018JJ00,280978.0
58720,2019JJ00,"0,054","0,764",Halderberge,,,Halderberge,GM1655,Gemeente 'Halderberge' (GM1655),7448,GM1655,2019JJ00,304176.0
59008,2014JJ00,"0,076","0,695",Hardenberg,,,Hardenberg,GM0160,Gemeente 'Hardenberg' (GM0160),7530,GM0160,2014JJ00,198362.0
59010,2015JJ00,"0,066","0,707",Hardenberg,,,Hardenberg,GM0160,Gemeente 'Hardenberg' (GM0160),7531,GM0160,2015JJ00,192597.0
59012,2016JJ00,"0,064","0,717",Hardenberg,,,Hardenberg,GM0160,Gemeente 'Hardenberg' (GM0160),7532,GM0160,2016JJ00,211334.0
59014,2017JJ00,"0,06","0,728",Hardenberg,,,Hardenberg,GM0160,Gemeente 'Hardenberg' (GM0160),7533,GM0160,2017JJ00,218144.0
59016,2018JJ00,"0,064","0,723",Hardenberg,,,Hardenberg,GM0160,Gemeente 'Hardenberg' (GM0160),7534,GM0160,2018JJ00,230199.0
59018,2019JJ00,"0,07","0,717",Hardenberg,,,Hardenberg,GM0160,Gemeente 'Hardenberg' (GM0160),7535,GM0160,2019JJ00,248364.0
59846,2014JJ00,"0,058","0,782",Harderwijk,,,Harderwijk,GM0243,Gemeente 'Harderwijk' (GM0243),7559,GM0243,2014JJ00,231130.0
59848,2015JJ00,"0,045","0,801",Harderwijk,,,Harderwijk,GM0243,Gemeente 'Harderwijk' (GM0243),7560,GM0243,2015JJ00,238579.0
59850,2016JJ00,"0,033","0,818",Harderwijk,,,Harderwijk,GM0243,Gemeente 'Harderwijk' (GM0243),7561,GM0243,2016JJ00,255649.0
59852,2017JJ00,"0,024","0,825",Harderwijk,,,Harderwijk,GM0243,Gemeente 'Harderwijk' (GM0243),7562,GM0243,2017JJ00,271810.0
59854,2018JJ00,"0,032","0,82",Harderwijk,,,Harderwijk,GM0243,Gemeente 'Harderwijk' (GM0243),7563,GM0243,2018JJ00,289462.0
59856,2019JJ00,"0,042","0,812",Harderwijk,,,Harderwijk,GM0243,Gemeente 'Harderwijk' (GM0243),7564,GM0243,2019JJ00,321594.0
60532,2014JJ00,"0,135","0,66",Hardinxveld-Giessendam,,,Hardinxveld-Giessendam,GM0523,Gemeente 'Hardinxveld-Giessendam' (GM0523),7588,GM0523,2014JJ00,230829.0
60534,2015JJ00,"0,133","0,67",Hardinxveld-Giessendam,,,Hardinxveld-Giessendam,GM0523,Gemeente 'Hardinxveld-Giessendam' (GM0523),7589,GM0523,2015JJ00,203843.0
60536,2016JJ00,"0,126","0,68",Hardinxveld-Giessendam,,,Hardinxveld-Giessendam,GM0523,Gemeente 'Hardinxveld-Giessendam' (GM0523),7590,GM0523,2016JJ00,221844.0
60538,2017JJ00,"0,108","0,698",Hardinxveld-Giessendam,,,Hardinxveld-Giessendam,GM0523,Gemeente 'Hardinxveld-Giessendam' (GM0523),7591,GM0523,2017JJ00,246909.0
60540,2018JJ00,"0,116","0,697",Hardinxveld-Giessendam,,,Hardinxveld-Giessendam,GM0523,Gemeente 'Hardinxveld-Giessendam' (GM0523),7592,GM0523,2018JJ00,255155.0
60542,2019JJ00,"0,12","0,695",Hardinxveld-Giessendam,,,Hardinxveld-Giessendam,GM0523,Gemeente 'Hardinxveld-Giessendam' (GM0523),7593,GM0523,2019JJ00,267363.0
60748,2014JJ00,"-0,127","0,83",Harlingen,,,Harlingen,GM0072,Gemeente 'Harlingen' (GM0072),7675,GM0072,2014JJ00,160606.0
60750,2015JJ00,"-0,154","0,864",Harlingen,,,Harlingen,GM0072,Gemeente 'Harlingen' (GM0072),7676,GM0072,2015JJ00,170472.0
60752,2016JJ00,"-0,163","0,879",Harlingen,,,Harlingen,GM0072,Gemeente 'Harlingen' (GM0072),7677,GM0072,2016JJ00,179087.0
60754,2017JJ00,"-0,163","0,875",Harlingen,,,Harlingen,GM0072,Gemeente 'Harlingen' (GM0072),7678,GM0072,2017JJ00,185938.0
60756,2018JJ00,"-0,156","0,874",Harlingen,,,Harlingen,GM0072,Gemeente 'Harlingen' (GM0072),7679,GM0072,2018JJ00,209723.0
60758,2019JJ00,"-0,155","0,873",Harlingen,,,Harlingen,GM0072,Gemeente 'Harlingen' (GM0072),7680,GM0072,2019JJ00,216426.0
60892,2014JJ00,"0,139","0,666",Hattem,,,Hattem,GM0244,Gemeente 'Hattem' (GM0244),7762,GM0244,2014JJ00,267997.0
60894,2015JJ00,"0,139","0,677",Hattem,,,Hattem,GM0244,Gemeente 'Hattem' (GM0244),7763,GM0244,2015JJ00,252723.0
60896,2016JJ00,"0,134","0,693",Hattem,,,Hattem,GM0244,Gemeente 'Hattem' (GM0244),7764,GM0244,2016JJ00,253125.0
60898,2017JJ00,"0,145","0,69",Hattem,,,Hattem,GM0244,Gemeente 'Hattem' (GM0244),7765,GM0244,2017JJ00,300119.0
60900,2018JJ00,"0,15","0,695",Hattem,,,Hattem,GM0244,Gemeente 'Hattem' (GM0244),7766,GM0244,2018JJ00,294928.0
60902,2019JJ00,"0,159","0,693",Hattem,,,Hattem,GM0244,Gemeente 'Hattem' (GM0244),7767,GM0244,2019JJ00,296484.0
61024,2014JJ00,"0,071","0,761",Heemskerk,,,Heemskerk,GM0396,Gemeente 'Heemskerk' (GM0396),7878,GM0396,2014JJ00,209944.0
61026,2015JJ00,"0,07","0,769",Heemskerk,,,Heemskerk,GM0396,Gemeente 'Heemskerk' (GM0396),7879,GM0396,2015JJ00,221822.0
61028,2016JJ00,"0,064","0,777",Heemskerk,,,Heemskerk,GM0396,Gemeente 'Heemskerk' (GM0396),7880,GM0396,2016JJ00,248864.0
61030,2017JJ00,"0,059","0,785",Heemskerk,,,Heemskerk,GM0396,Gemeente 'Heemskerk' (GM0396),7881,GM0396,2017JJ00,268086.0
61032,2018JJ00,"0,062","0,783",Heemskerk,,,Heemskerk,GM0396,Gemeente 'Heemskerk' (GM0396),7882,GM0396,2018JJ00,284368.0
61034,2019JJ00,"0,072","0,779",Heemskerk,,,Heemskerk,GM0396,Gemeente 'Heemskerk' (GM0396),7883,GM0396,2019JJ00,318055.0
61468,2014JJ00,"0,269","0,708",Heemstede,,,Heemstede,GM0397,Gemeente 'Heemstede' (GM0397),7907,GM0397,2014JJ00,401492.0
61470,2015JJ00,"0,275","0,715",Heemstede,,,Heemstede,GM0397,Gemeente 'Heemstede' (GM0397),7908,GM0397,2015JJ00,440883.0
61472,2016JJ00,"0,276","0,721",Heemstede,,,Heemstede,GM0397,Gemeente 'Heemstede' (GM0397),7909,GM0397,2016JJ00,447976.0
61474,2017JJ00,"0,276","0,729",Heemstede,,,Heemstede,GM0397,Gemeente 'Heemstede' (GM0397),7910,GM0397,2017JJ00,514206.0
61476,2018JJ00,"0,291","0,725",Heemstede,,,Heemstede,GM0397,Gemeente 'Heemstede' (GM0397),7911,GM0397,2018JJ00,563152.0
61478,2019JJ00,"0,297","0,724",Heemstede,,,Heemstede,GM0397,Gemeente 'Heemstede' (GM0397),7912,GM0397,2019JJ00,626574.0
61672,2014JJ00,"0,141","0,666",Heerde,,,Heerde,GM0246,Gemeente 'Heerde' (GM0246),7936,GM0246,2014JJ00,247746.0
61674,2015JJ00,"0,14","0,662",Heerde,,,Heerde,GM0246,Gemeente 'Heerde' (GM0246),7937,GM0246,2015JJ00,244140.0
61676,2016JJ00,"0,145","0,664",Heerde,,,Heerde,GM0246,Gemeente 'Heerde' (GM0246),7938,GM0246,2016JJ00,269274.0
61678,2017JJ00,"0,142","0,668",Heerde,,,Heerde,GM0246,Gemeente 'Heerde' (GM0246),7939,GM0246,2017JJ00,277731.0
61680,2018JJ00,"0,141","0,674",Heerde,,,Heerde,GM0246,Gemeente 'Heerde' (GM0246),7940,GM0246,2018JJ00,301684.0
61682,2019JJ00,"0,146","0,672",Heerde,,,Heerde,GM0246,Gemeente 'Heerde' (GM0246),7941,GM0246,2019JJ00,327509.0
61804,2014JJ00,"0,007","0,798",Heerenveen,,,Heerenveen,GM0074,Gemeente 'Heerenveen' (GM0074),7965,GM0074,2014JJ00,184402.0
61806,2015JJ00,"-0,001","0,808",Heerenveen,,,Heerenveen,GM0074,Gemeente 'Heerenveen' (GM0074),7966,GM0074,2015JJ00,202490.0
61808,2016JJ00,"-0,001","0,819",Heerenveen,,,Heerenveen,GM0074,Gemeente 'Heerenveen' (GM0074),7967,GM0074,2016JJ00,207625.0
61810,2017JJ00,"-0,008","0,831",Heerenveen,,,Heerenveen,GM0074,Gemeente 'Heerenveen' (GM0074),7968,GM0074,2017JJ00,220721.0
61812,2018JJ00,"0,001","0,825",Heerenveen,,,Heerenveen,GM0074,Gemeente 'Heerenveen' (GM0074),7969,GM0074,2018JJ00,246769.0
61814,2019JJ00,"0,007","0,82",Heerenveen,,,Heerenveen,GM0074,Gemeente 'Heerenveen' (GM0074),7970,GM0074,2019JJ00,257836.0
62212,2014JJ00,"0,104","0,728",Heerhugowaard,,,Heerhugowaard,GM0398,Gemeente 'Heerhugowaard' (GM0398),8023,GM0398,2014JJ00,194493.0
62214,2015JJ00,"0,1","0,735",Heerhugowaard,,,Heerhugowaard,GM0398,Gemeente 'Heerhugowaard' (GM0398),8024,GM0398,2015JJ00,200886.0
62216,2016JJ00,"0,088","0,751",Heerhugowaard,,,Heerhugowaard,GM0398,Gemeente 'Heerhugowaard' (GM0398),8025,GM0398,2016JJ00,211422.0
62218,2017JJ00,"0,083","0,757",Heerhugowaard,,,Heerhugowaard,GM0398,Gemeente 'Heerhugowaard' (GM0398),8026,GM0398,2017JJ00,232306.0
62220,2018JJ00,"0,087","0,752",Heerhugowaard,,,Heerhugowaard,GM0398,Gemeente 'Heerhugowaard' (GM0398),8027,GM0398,2018JJ00,260753.0
62222,2019JJ00,"0,095","0,745",Heerhugowaard,,,Heerhugowaard,GM0398,Gemeente 'Heerhugowaard' (GM0398),8028,GM0398,2019JJ00,283079.0
62780,2014JJ00,"-0,283","0,942",Heerlen,,,Heerlen,GM0917,Gemeente 'Heerlen' (GM0917),8081,GM0917,2014JJ00,140735.0
62782,2015JJ00,"-0,282","0,942",Heerlen,,,Heerlen,GM0917,Gemeente 'Heerlen' (GM0917),8082,GM0917,2015JJ00,144517.0
62784,2016JJ00,"-0,293","0,952",Heerlen,,,Heerlen,GM0917,Gemeente 'Heerlen' (GM0917),8083,GM0917,2016JJ00,152276.0
62786,2017JJ00,"-0,303","0,957",Heerlen,,,Heerlen,GM0917,Gemeente 'Heerlen' (GM0917),8084,GM0917,2017JJ00,150459.0
62788,2018JJ00,"-0,304","0,959",Heerlen,,,Heerlen,GM0917,Gemeente 'Heerlen' (GM0917),8085,GM0917,2018JJ00,165584.0
62790,2019JJ00,"-0,301","0,953",Heerlen,,,Heerlen,GM0917,Gemeente 'Heerlen' (GM0917),8086,GM0917,2019JJ00,182279.0
63608,2014JJ00,"0,25","0,647",Heeze-Leende,,,Heeze-Leende,GM1658,Gemeente 'Heeze-Leende' (GM1658),8168,GM1658,2014JJ00,252180.0
63610,2015JJ00,"0,243","0,66",Heeze-Leende,,,Heeze-Leende,GM1658,Gemeente 'Heeze-Leende' (GM1658),8169,GM1658,2015JJ00,283076.0
63612,2016JJ00,"0,253","0,658",Heeze-Leende,,,Heeze-Leende,GM1658,Gemeente 'Heeze-Leende' (GM1658),8170,GM1658,2016JJ00,303029.0
63614,2017JJ00,"0,252","0,663",Heeze-Leende,,,Heeze-Leende,GM1658,Gemeente 'Heeze-Leende' (GM1658),8171,GM1658,2017JJ00,319959.0
63616,2018JJ00,"0,251","0,67",Heeze-Leende,,,Heeze-Leende,GM1658,Gemeente 'Heeze-Leende' (GM1658),8172,GM1658,2018JJ00,353744.0
63618,2019JJ00,"0,259","0,665",Heeze-Leende,,,Heeze-Leende,GM1658,Gemeente 'Heeze-Leende' (GM1658),8173,GM1658,2019JJ00,353329.0
63740,2014JJ00,"0,231","0,67",Heiloo,,,Heiloo,GM0399,Gemeente 'Heiloo' (GM0399),8197,GM0399,2014JJ00,273334.0
63742,2015JJ00,"0,235","0,673",Heiloo,,,Heiloo,GM0399,Gemeente 'Heiloo' (GM0399),8198,GM0399,2015JJ00,274007.0
63744,2016JJ00,"0,232","0,683",Heiloo,,,Heiloo,GM0399,Gemeente 'Heiloo' (GM0399),8199,GM0399,2016JJ00,297598.0
63746,2017JJ00,"0,18","0,751",Heiloo,,,Heiloo,GM0399,Gemeente 'Heiloo' (GM0399),8200,GM0399,2017JJ00,335901.0
